Reading,Direction,To,From,Duration,Disatance,TimeStamp,TimeToMove,TimedOut,Delta,FreeWheel
0,1,-4,9,0,13,109194,14,0,13,0
1,1,-56,-4,11,52,109220,0,0,0,0
2,1,-128,-56,10,72,109230,0,0,0,0
3,1,-224,-128,10,96,109240,0,0,0,0
4,1,-360,-224,10,136,109250,0,0,0,0
5,1,-512,-360,10,152,109260,0,0,0,0
6,1,-664,-512,10,152,109270,0,0,0,0
7,1,-844,-664,10,180,109280,0,0,0,0
8,1,-1024,-844,10,180,109290,0,0,0,0
9,1,-1216,-1024,10,192,109300,0,0,0,0
10,1,-1424,-1216,10,208,109310,0,0,0,0
11,1,-1616,-1424,10,192,109320,0,0,0,0
12,1,-1840,-1616,10,224,109330,0,0,0,0
13,1,-2044,-1840,10,204,109340,0,0,0,0
14,1,-2252,-2044,11,208,109351,0,0,0,0
15,1,-2472,-2252,10,220,109361,0,0,0,0
16,1,-2708,-2472,10,236,109371,0,0,0,0
17,1,-2916,-2708,10,208,109381,0,0,0,0
18,1,-3152,-2916,10,236,109391,0,0,0,0
19,1,-3428,-3152,11,276,109402,0,0,0,0
20,1,-3648,-3428,10,220,109413,0,0,0,0
21,1,-3868,-3648,10,220,109423,0,0,0,0
22,1,-4104,-3868,10,236,109433,0,0,0,0
23,1,-4340,-4104,10,236,109443,0,0,0,0
24,1,-4560,-4340,10,220,109453,0,0,0,0
25,1,-4792,-4560,10,232,109463,0,0,0,0
26,1,-5028,-4792,10,236,109473,0,0,0,0
27,1,-5248,-5028,10,220,109483,0,0,0,0
28,1,-5500,-5248,10,252,109493,0,0,0,0
29,1,-5720,-5500,10,220,109503,0,0,0,0
30,1,-5952,-5720,10,232,109513,0,0,0,0
31,1,-6176,-5952,10,224,109523,0,0,0,0
32,1,-6408,-6176,10,232,109533,0,0,0,0
33,1,-6644,-6408,10,236,109543,0,0,0,0
34,1,-6864,-6644,10,220,109553,0,0,0,0
35,1,-7100,-6864,10,236,109563,0,0,0,0
36,1,-7336,-7100,10,236,109573,0,0,0,0
37,1,-7584,-7336,10,248,109583,0,0,0,0
38,1,-7832,-7584,11,248,109594,0,0,0,0
39,1,-8068,-7832,11,236,109605,0,0,0,0
40,1,-8300,-8068,10,232,109615,0,0,0,0
41,1,-8524,-8300,11,224,109626,0,0,0,0
42,1,-8800,-8524,11,276,109637,0,0,0,0
43,1,-9032,-8800,10,232,109647,0,0,0,0
44,1,-9268,-9032,10,236,109657,0,0,0,0
45,1,-9488,-9268,10,220,109667,0,0,0,0
46,1,-9724,-9488,10,236,109677,0,0,0,0
47,1,-9972,-9724,10,248,109687,0,0,0,0
48,1,-10208,-9972,10,236,109697,0,0,0,0
49,1,-10428,-10208,10,220,109707,0,0,0,0
50,1,-10664,-10428,10,236,109717,0,0,0,0
51,1,-10896,-10664,10,232,109727,0,0,0,0
52,1,-11132,-10896,10,236,109737,0,0,0,0
53,1,-11380,-11132,10,248,109747,0,0,0,0
54,1,-11600,-11380,10,220,109757,0,0,0,0
55,1,-11848,-11600,10,248,109767,0,0,0,0
56,1,-12128,-11848,11,280,109778,0,0,0,0
57,1,-12360,-12128,10,232,109788,0,0,0,0
58,1,-12556,-12360,10,196,109798,0,0,0,0
59,1,-12832,-12556,11,276,109809,0,0,0,0
60,1,-13080,-12832,10,248,109819,0,0,0,0
61,1,-13328,-13080,10,248,109829,0,0,0,0
62,1,-13564,-13328,11,236,109840,0,0,0,0
63,1,-13796,-13564,10,232,109850,0,0,0,0
64,1,-14044,-13796,10,248,109860,0,0,0,0
65,1,-14296,-14044,10,252,109870,0,0,0,0
66,1,-14572,-14296,10,276,109880,0,0,0,0
67,1,-14776,-14572,10,204,109890,0,0,0,0
68,1,-15068,-14776,11,292,109901,0,0,0,0
69,1,-15316,-15068,10,248,109911,0,0,0,0
70,1,-15564,-15316,11,248,109922,0,0,0,0
71,1,-15856,-15564,10,292,109932,0,0,0,0
72,1,-16104,-15856,11,248,109943,0,0,0,0
73,1,-16352,-16104,10,248,109953,0,0,0,0
74,1,-16656,-16352,11,304,109964,0,0,0,0
75,1,-16904,-16656,11,248,109975,0,0,0,0
76,1,-17152,-16904,10,248,109985,0,0,0,0
77,1,-17416,-17152,10,264,109995,0,0,0,0
78,1,-17676,-17416,10,260,110005,0,0,0,0
79,1,-17924,-17676,10,248,110015,0,0,0,0
80,1,-18188,-17924,10,264,110025,0,0,0,0
81,1,-18436,-18188,10,248,110035,0,0,0,0
82,1,-18684,-18436,11,248,110046,0,0,0,0
83,1,-18948,-18684,10,264,110056,0,0,0,0
84,1,-19208,-18948,10,260,110066,0,0,0,0
85,1,-19528,-19208,11,320,110077,0,0,0,0
86,1,-19788,-19528,10,260,110087,0,0,0,0
87,1,-20040,-19788,10,252,110097,0,0,0,0
88,1,-20316,-20040,10,276,110107,0,0,0,0
89,1,-20564,-20316,10,248,110117,0,0,0,0
90,1,-20812,-20564,10,248,110127,0,0,0,0
91,1,-21076,-20812,10,264,110137,0,0,0,0
92,1,-21336,-21076,10,260,110147,0,0,0,0
93,1,-21612,-21336,10,276,110157,0,0,0,0
94,1,-21860,-21612,10,248,110167,0,0,0,0
95,1,-22124,-21860,10,264,110177,0,0,0,0
96,1,-22384,-22124,10,260,110187,0,0,0,0
97,1,-22664,-22384,11,280,110198,0,0,0,1
98,1,-22952,-22664,10,288,110209,0,0,0,1
99,1,-23188,-22952,10,236,110219,0,0,0,1
100,1,-23436,-23188,10,248,110229,0,0,0,1
101,1,-23672,-23436,11,236,110240,0,0,0,1
102,1,-23948,-23672,11,276,110251,0,0,0,1
103,1,-24168,-23948,10,220,110261,0,0,0,1
104,1,-24376,-24168,10,208,110271,0,0,0,1
105,1,-24580,-24376,10,204,110281,0,0,0,1
106,1,-24776,-24580,10,196,110291,0,0,0,1
107,1,-24968,-24776,10,192,110301,0,0,0,1
108,1,-25132,-24968,10,164,110311,0,0,0,1
109,1,-25300,-25132,10,168,110321,0,0,0,1
110,1,-25464,-25300,10,164,110331,0,0,0,1
111,1,-25644,-25464,11,180,110342,0,0,0,1
112,1,-25784,-25644,11,140,110353,0,0,0,1
113,1,-25920,-25784,10,136,110363,0,0,0,1
114,1,-26060,-25920,10,140,110373,0,0,0,1
115,1,-26168,-26060,10,108,110383,0,0,0,1
116,1,-26280,-26168,10,112,110393,0,0,0,1
117,1,-26376,-26280,10,96,110403,0,0,0,1
118,1,-26472,-26376,11,96,110414,0,0,0,1
119,1,-26556,-26472,10,84,110424,0,0,0,1
120,1,-26640,-26556,10,84,110434,0,0,0,1
121,1,-26720,-26640,12,80,110446,0,0,0,1
122,1,-26776,-26720,10,56,110456,0,0,0,1
123,1,-26820,-26776,11,44,110467,0,0,0,1
124,1,-26860,-26820,10,40,110477,0,0,0,1
125,1,-26888,-26860,10,28,110487,0,0,0,1
126,1,-26916,-26888,11,28,110498,0,0,0,1
127,1,-26928,-26916,10,12,110508,0,0,0,1
128,1,-26944,-26928,10,16,110518,0,0,0,1
129,1,-26944,-26944,11,0,110529,0,0,0,1
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
