Reading,Direction,To,From,Duration,Disatance,TimeStamp,TimeToMove,TimedOut,Delta,FreeWheel
0,1,-28,-16,0,12,71848,12,0,12,0
1,1,-44,-28,10,16,71872,0,0,0,0
2,1,-112,-44,11,68,71883,0,0,0,0
3,1,-180,-112,11,68,71894,0,0,0,0
4,1,-252,-180,10,72,71904,0,0,0,0
5,1,-376,-252,10,124,71914,0,0,0,0
6,1,-472,-376,10,96,71924,0,0,0,0
7,1,-584,-472,11,112,71935,0,0,0,0
8,1,-736,-584,11,152,71946,0,0,0,0
9,1,-860,-736,10,124,71956,0,0,0,0
10,1,-984,-860,11,124,71967,0,0,0,0
11,1,-1136,-984,10,152,71977,0,0,0,0
12,1,-1272,-1136,10,136,71987,0,0,0,0
13,1,-1452,-1272,11,180,71998,0,0,0,0
14,1,-1592,-1452,10,140,72008,0,0,0,0
15,1,-1728,-1592,10,136,72018,0,0,0,0
16,1,-1868,-1728,11,140,72029,0,0,0,0
17,1,-2020,-1868,10,152,72039,0,0,0,0
18,1,-2172,-2020,10,152,72049,0,0,0,0
19,1,-2308,-2172,10,136,72059,0,0,0,0
20,1,-2500,-2308,11,192,72070,0,0,0,0
21,1,-2640,-2500,10,140,72080,0,0,0,0
22,1,-2792,-2640,11,152,72091,0,0,0,0
23,1,-2944,-2792,10,152,72101,0,0,0,0
24,1,-3108,-2944,10,164,72111,0,0,0,0
25,1,-3248,-3108,10,140,72121,0,0,0,0
26,1,-3400,-3248,10,152,72131,0,0,0,0
27,1,-3552,-3400,10,152,72141,0,0,0,0
28,1,-3704,-3552,11,152,72152,0,0,0,0
29,1,-3884,-3704,11,180,72163,0,0,0,0
30,1,-4020,-3884,10,136,72173,0,0,0,0
31,1,-4188,-4020,11,168,72184,0,0,0,0
32,1,-4364,-4188,11,176,72195,0,0,0,0
33,1,-4516,-4364,10,152,72205,0,0,0,0
34,1,-4656,-4516,11,140,72216,0,0,0,0
35,1,-4820,-4656,10,164,72226,0,0,0,0
36,1,-4988,-4820,10,168,72236,0,0,0,0
37,1,-5112,-4988,10,124,72246,0,0,0,0
38,1,-5292,-5112,11,180,72257,0,0,0,0
39,1,-5444,-5292,10,152,72267,0,0,0,0
40,1,-5624,-5444,12,180,72279,0,0,0,0
41,1,-5788,-5624,11,164,72290,0,0,0,0
42,1,-5940,-5788,11,152,72301,0,0,0,0
43,1,-6092,-5940,11,152,72312,0,0,0,0
44,1,-6244,-6092,10,152,72322,0,0,0,0
45,1,-6424,-6244,11,180,72333,0,0,0,0
46,1,-6576,-6424,10,152,72343,0,0,0,0
47,1,-6740,-6576,12,164,72355,0,0,0,0
48,1,-6892,-6740,10,152,72365,0,0,0,0
49,1,-7032,-6892,10,140,72375,0,0,0,0
50,1,-7184,-7032,10,152,72385,0,0,0,0
51,1,-7336,-7184,10,152,72395,0,0,0,0
52,1,-7488,-7336,10,152,72405,0,0,0,0
53,1,-7640,-7488,10,152,72415,0,0,0,0
54,1,-7776,-7640,10,136,72425,0,0,0,0
55,1,-7928,-7776,10,152,72435,0,0,0,0
56,1,-8080,-7928,10,152,72445,0,0,0,0
57,1,-8232,-8080,10,152,72455,0,0,0,0
58,1,-8372,-8232,10,140,72465,0,0,0,0
59,1,-8508,-8372,10,136,72475,0,0,0,0
60,1,-8660,-8508,10,152,72485,0,0,0,0
61,1,-8812,-8660,10,152,72495,0,0,0,0
62,1,-8964,-8812,10,152,72505,0,0,0,0
63,1,-9104,-8964,10,140,72515,0,0,0,0
64,1,-9268,-9104,10,164,72525,0,0,0,0
65,1,-9404,-9268,10,136,72535,0,0,0,0
66,1,-9572,-9404,10,168,72545,0,0,0,0
67,1,-9708,-9572,10,136,72555,0,0,0,0
68,1,-9848,-9708,10,140,72565,0,0,0,0
69,1,-10012,-9848,10,164,72575,0,0,0,0
70,1,-10152,-10012,10,140,72585,0,0,0,0
71,1,-10316,-10152,11,164,72596,0,0,0,0
72,1,-10496,-10316,11,180,72607,0,0,0,0
73,1,-10676,-10496,11,180,72618,0,0,0,0
74,1,-10828,-10676,10,152,72628,0,0,0,0
75,1,-10980,-10828,11,152,72639,0,0,0,0
76,1,-11172,-10980,11,192,72650,0,0,0,0
77,1,-11312,-11172,10,140,72660,0,0,0,0
78,1,-11476,-11312,10,164,72670,0,0,0,0
79,1,-11616,-11476,10,140,72680,0,0,0,0
80,1,-11780,-11616,10,164,72690,0,0,0,0
81,1,-11932,-11780,10,152,72700,0,0,0,0
82,1,-12084,-11932,11,152,72711,0,0,0,0
