Reading,Direction,To,From,Duration,Disatance,TimeStamp,TimeToMove,TimedOut,Delta,FreeWheel
0,1,30835,30851,0,16,702992,12,0,16,0
1,1,30723,30835,11,112,703019,0,0,0,0
2,1,30559,30723,11,164,703030,0,0,0,0
3,1,30295,30559,11,264,703041,0,0,0,0
4,1,30018,30295,11,277,703052,0,0,0,0
5,1,29702,30018,10,316,703062,0,0,0,0
6,1,29358,29702,10,344,703072,0,0,0,0
7,1,28970,29358,10,388,703082,0,0,0,0
8,1,28598,28970,10,372,703092,0,0,0,0
9,1,28198,28598,10,400,703102,0,0,0,0
10,1,27798,28198,10,400,703112,0,0,0,0
11,1,27398,27798,10,400,703122,0,0,0,0
12,1,26942,27398,10,456,703132,0,0,0,0
13,1,26526,26942,10,416,703142,0,0,0,0
14,1,26086,26526,10,440,703152,0,0,0,0
15,1,25614,26086,10,472,703162,0,0,0,0
16,1,25174,25614,10,440,703172,0,0,0,0
17,1,24718,25174,10,456,703182,0,0,0,0
18,1,24261,24718,10,457,703192,0,0,0,0
19,1,23709,24261,11,552,703203,0,0,0,0
20,1,23253,23709,10,456,703213,0,0,0,0
21,1,22797,23253,11,456,703224,0,0,0,0
22,1,22353,22797,10,444,703234,0,0,0,0
23,1,21873,22353,10,480,703244,0,0,0,0
24,1,21417,21873,10,456,703254,0,0,0,0
25,1,20893,21417,11,524,703265,0,0,0,0
26,1,20409,20893,11,484,703276,0,0,0,0
27,1,19953,20409,10,456,703286,0,0,0,0
28,1,19373,19953,11,580,703297,0,0,0,0
29,1,18928,19373,10,445,703307,0,0,0,0
30,1,18460,18928,10,468,703317,0,0,0,0
31,1,18020,18460,10,440,703327,0,0,0,0
32,1,17536,18020,10,484,703337,0,0,0,0
33,1,17080,17536,10,456,703347,0,0,0,0
34,1,16596,17080,11,484,703358,0,0,0,0
35,1,16168,16596,10,428,703368,0,0,0,0
36,1,15700,16168,10,468,703378,0,0,0,0
37,1,15228,15700,10,472,703388,0,0,0,0
38,1,14760,15228,10,468,703398,0,0,0,0
39,1,14288,14760,10,472,703408,0,0,0,0
40,1,13792,14288,10,496,703418,0,0,0,0
41,1,13351,13792,10,441,703428,0,0,0,0
42,1,12907,13351,10,444,703438,0,0,0,0
43,1,12423,12907,10,484,703448,0,0,0,0
44,1,11943,12423,10,480,703458,0,0,0,0
45,1,11443,11943,10,500,703468,0,0,0,0
46,1,10987,11443,10,456,703478,0,0,0,0
47,1,10507,10987,10,480,703488,0,0,0,0
48,1,10023,10507,10,484,703498,0,0,0,0
49,1,9551,10023,10,472,703508,0,0,0,0
50,1,9071,9551,10,480,703518,0,0,0,0
51,1,8615,9071,10,456,703528,0,0,0,0
52,1,8114,8615,10,501,703538,0,0,0,0
53,1,7550,8114,12,564,703550,0,0,0,0
54,1,7066,7550,10,484,703560,0,0,0,0
55,1,6458,7066,11,608,703571,0,0,0,0
56,1,6002,6458,10,456,703581,0,0,0,0
57,1,5506,6002,10,496,703591,0,0,0,0
58,1,5022,5506,11,484,703602,0,0,0,0
59,1,4538,5022,10,484,703612,0,0,0,0
60,1,3958,4538,11,580,703623,0,0,0,0
61,1,3446,3958,10,512,703633,0,0,0,0
62,1,2994,3446,10,452,703643,0,0,0,0
63,1,2493,2994,10,501,703653,0,0,0,0
64,1,2025,2493,11,468,703664,0,0,0,0
65,1,1557,2025,10,468,703674,0,0,0,0
66,1,1057,1557,10,500,703684,0,0,0,0
67,1,601,1057,10,456,703694,0,0,0,0
68,1,9,601,11,592,703705,0,0,0,0
69,1,-444,9,10,453,703715,0,0,0,0
70,1,-928,-444,11,484,703726,0,0,0,0
71,1,-1424,-928,10,496,703736,0,0,0,0
72,1,-1908,-1424,10,484,703746,0,0,0,0
73,1,-2364,-1908,10,456,703756,0,0,0,0
74,1,-2820,-2364,10,456,703766,0,0,0,0
75,1,-3400,-2820,12,580,703778,0,0,0,0
76,1,-3868,-3400,10,468,703788,0,0,0,0
77,1,-4464,-3868,12,596,703800,0,0,0,0
78,1,-4904,-4464,10,440,703810,0,0,0,0
79,1,-5456,-4904,11,552,703821,0,0,0,0
80,1,-5940,-5456,11,484,703832,0,0,0,0
81,1,-6408,-5940,10,468,703842,0,0,0,0
82,1,-6836,-6408,10,428,703852,0,0,0,0
83,1,-7320,-6836,10,484,703862,0,0,0,0
84,1,-7792,-7320,10,472,703872,0,0,0,0
85,1,-8260,-7792,10,468,703882,0,0,0,0
86,1,-8716,-8260,10,456,703892,0,0,0,0
87,1,-9184,-8716,10,468,703902,0,0,0,0
88,1,-9684,-9184,10,500,703912,0,0,0,0
89,1,-10124,-9684,10,440,703922,0,0,0,0
90,1,-10564,-10124,10,440,703932,0,0,0,0
91,1,-11036,-10564,10,472,703942,0,0,0,0
92,1,-11504,-11036,10,468,703952,0,0,0,0
93,1,-11988,-11504,10,484,703962,0,0,0,0
94,1,-12444,-11988,10,456,703972,0,0,0,0
95,1,-12912,-12444,10,468,703982,0,0,0,0
96,1,-13384,-12912,10,472,703992,0,0,0,1
97,1,-14212,-13384,11,828,704010,0,0,0,1
98,1,-14680,-14212,10,468,704020,0,0,0,1
99,1,-15136,-14680,10,456,704030,0,0,0,1
100,1,-15564,-15136,10,428,704040,0,0,0,1
101,1,-16116,-15564,11,552,704051,0,0,0,1
102,1,-16532,-16116,10,416,704061,0,0,0,1
103,1,-16916,-16532,10,384,704071,0,0,0,1
104,1,-17428,-16916,11,512,704082,0,0,0,1
105,1,-17828,-17428,10,400,704092,0,0,0,1
106,1,-18256,-17828,11,428,704103,0,0,0,1
107,1,-18628,-18256,11,372,704114,0,0,0,1
108,1,-18988,-18628,10,360,704124,0,0,0,1
109,1,-19404,-18988,10,416,704134,0,0,0,1
110,1,-19764,-19404,10,360,704144,0,0,0,1
111,1,-20120,-19764,10,356,704154,0,0,0,1
112,1,-20536,-20120,11,416,704165,0,0,0,1
113,1,-20880,-20536,10,344,704175,0,0,0,1
114,1,-21252,-20880,10,372,704185,0,0,0,1
115,1,-21572,-21252,10,320,704195,0,0,0,1
116,1,-21888,-21572,10,316,704205,0,0,0,1
117,1,-22220,-21888,10,332,704215,0,0,0,1
118,1,-22552,-22220,10,332,704225,0,0,0,1
119,1,-22856,-22552,11,304,704236,0,0,0,1
120,1,-23160,-22856,10,304,704246,0,0,0,1
121,1,-23504,-23160,11,344,704257,0,0,0,1
122,1,-23796,-23504,10,292,704267,0,0,0,1
123,1,-24084,-23796,10,288,704277,0,0,0,1
124,1,-24360,-24084,11,276,704288,0,0,0,1
125,1,-24624,-24360,10,264,704298,0,0,0,1
126,1,-24900,-24624,10,276,704308,0,0,0,1
127,1,-25204,-24900,11,304,704319,0,0,0,1
128,1,-25452,-25204,10,248,704329,0,0,0,1
129,1,-25688,-25452,10,236,704339,0,0,0,1
