Reading,Direction,To,From,Duration,Disatance,TimeStamp,TimeToMove,TimedOut,Delta,FreeWheel
83,1,-20936,-20620,10,316,247785,0,0,0,0
84,1,-21252,-20936,10,316,247795,0,0,0,0
85,1,-21556,-21252,10,304,247805,0,0,0,0
86,1,-21848,-21556,10,292,247815,0,0,0,0
87,1,-22164,-21848,10,316,247825,0,0,0,0
88,1,-22496,-22164,10,332,247835,0,0,0,0
89,1,-22788,-22496,10,292,247845,0,0,0,0
90,1,-23116,-22788,10,328,247855,0,0,0,0
91,1,-23420,-23116,11,304,247866,0,0,0,0
92,1,-23780,-23420,11,360,247877,0,0,0,0
93,1,-24100,-23780,10,320,247887,0,0,0,0
94,1,-24400,-24100,10,300,247897,0,0,0,0
95,1,-24704,-24400,11,304,247908,0,0,0,0
96,1,-25064,-24704,11,360,247919,0,0,0,1
97,1,-25548,-25064,12,484,247935,0,0,0,1
98,1,-25920,-25548,11,372,247946,0,0,0,1
99,1,-26224,-25920,12,304,247959,0,0,0,1
100,1,-26500,-26224,10,276,247969,0,0,0,1
101,1,-26748,-26500,10,248,247979,0,0,0,1
102,1,-27052,-26748,11,304,247990,0,0,0,1
103,1,-27288,-27052,11,236,248001,0,0,0,1
104,1,-27524,-27288,10,236,248011,0,0,0,1
105,1,-27744,-27524,10,220,248021,0,0,0,1
106,1,-27936,-27744,10,192,248031,0,0,0,1
107,1,-28132,-27936,10,196,248041,0,0,0,1
108,1,-28364,-28132,11,232,248052,0,0,0,1
109,1,-28532,-28364,10,168,248062,0,0,0,1
110,1,-28696,-28532,11,164,248073,0,0,0,1
111,1,-28848,-28696,10,152,248083,0,0,0,1
112,1,-29016,-28848,11,168,248094,0,0,0,1
113,1,-29152,-29016,11,136,248105,0,0,0,1
114,1,-29264,-29152,10,112,248115,0,0,0,1
115,1,-29372,-29264,10,108,248125,0,0,0,1
116,1,-29484,-29372,10,112,248135,0,0,0,1
117,1,-29568,-29484,10,84,248145,0,0,0,1
118,1,-29636,-29568,10,68,248155,0,0,0,1
119,1,-29704,-29636,11,68,248166,0,0,0,1
120,1,-29788,-29704,11,84,248177,0,0,0,1
121,1,-29828,-29788,10,40,248187,0,0,0,1
122,1,-29856,-29828,10,28,248197,0,0,0,1
123,1,-29884,-29856,10,28,248207,0,0,0,1
124,1,-29896,-29884,10,12,248217,0,0,0,1
125,1,-29896,-29896,11,0,248228,0,0,0,1
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
