Reading,Direction,To,From,Duration,Disatance,TimeStamp,TimeToMove,TimedOut,Delta,FreeWheel
0,1,19329,19345,0,16,536987,16,0,16,0
1,1,19261,19329,11,68,537016,0,0,0,0
2,1,19153,19261,10,108,537026,0,0,0,0
3,1,18984,19153,10,169,537036,0,0,0,0
4,1,18792,18984,10,192,537046,0,0,0,0
5,1,18572,18792,10,220,537056,0,0,0,0
6,1,18308,18572,11,264,537067,0,0,0,0
7,1,18032,18308,10,276,537077,0,0,0,0
8,1,17740,18032,10,292,537087,0,0,0,0
9,1,17368,17740,11,372,537098,0,0,0,0
10,1,17064,17368,11,304,537109,0,0,0,0
11,1,16732,17064,10,332,537119,0,0,0,0
12,1,16332,16732,11,400,537130,0,0,0,0
13,1,15920,16332,11,412,537141,0,0,0,0
14,1,15572,15920,11,348,537152,0,0,0,0
15,1,15216,15572,10,356,537162,0,0,0,0
16,1,14844,15216,10,372,537172,0,0,0,0
17,1,14428,14844,11,416,537183,0,0,0,0
18,1,14068,14428,11,360,537194,0,0,0,0
19,1,13611,14068,11,457,537205,0,0,0,0
20,1,13239,13611,11,372,537216,0,0,0,0
21,1,12799,13239,11,440,537227,0,0,0,0
22,1,12411,12799,11,388,537238,0,0,0,0
23,1,12039,12411,10,372,537248,0,0,0,0
24,1,11583,12039,11,456,537259,0,0,0,0
25,1,11211,11583,11,372,537270,0,0,0,0
26,1,10823,11211,10,388,537280,0,0,0,0
27,1,10435,10823,10,388,537290,0,0,0,0
28,1,10023,10435,10,412,537300,0,0,0,0
29,1,9663,10023,10,360,537310,0,0,0,0
30,1,9263,9663,10,400,537320,0,0,0,0
31,1,8875,9263,10,388,537330,0,0,0,0
32,1,8475,8875,10,400,537340,0,0,0,0
33,1,8086,8475,11,389,537351,0,0,0,0
34,1,7590,8086,11,496,537362,0,0,0,0
35,1,7218,7590,11,372,537373,0,0,0,0
36,1,6722,7218,12,496,537385,0,0,0,0
37,1,6250,6722,11,472,537396,0,0,0,0
38,1,5850,6250,10,400,537406,0,0,0,0
39,1,5382,5850,11,468,537417,0,0,0,0
40,1,4954,5382,10,428,537427,0,0,0,0
41,1,4582,4954,10,372,537437,0,0,0,0
42,1,4178,4582,10,404,537447,0,0,0,0
43,1,3778,4178,11,400,537458,0,0,0,0
44,1,3270,3778,11,508,537469,0,0,0,0
45,1,2894,3270,11,376,537480,0,0,0,0
