Reading,Direction,To,From,Duration,Disatance,TimeStamp,TimeToMove,TimedOut,Delta,FreeWheel
144,1,-30160,-30064,10,96,647832,0,0,0,1
145,1,-30244,-30160,10,84,647842,0,0,0,1
146,1,-30324,-30244,10,80,647852,0,0,0,1
147,1,-30408,-30324,10,84,647862,0,0,0,1
148,1,-30464,-30408,10,56,647872,0,0,0,1
149,1,-30520,-30464,11,56,647883,0,0,0,1
150,1,-30576,-30520,11,56,647894,0,0,0,1
151,1,-30616,-30576,10,40,647904,0,0,0,1
152,1,-30644,-30616,11,28,647915,0,0,0,1
153,1,-30672,-30644,10,28,647925,0,0,0,1
154,1,-30672,-30672,11,0,647936,0,0,0,1
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
-1,99,0,0,0,0,0,0,0,0,0
